Project name,Classname,Line,Bugyy code,Fixed code,Type,Ratio (FL),Bug Type,,Fixed,Context,,Th“?ng kˆ,,
82740,Bank,(51-54;53-56),"                if (Customer.NAME_ORDER.compare(customerList.get(j), customerList.get(j - 1)) < 0) {
                    Customer tmp = customerList.get(i);
                    customerList.set(i, customerList.get(j));
                    customerList.set(j, tmp);
","                if (Customer.NAME_ORDER.compare(customerList.get(j), customerList.get(j - 1)) < 0) {
                    Customer tmp = customerList.get(j);
                    customerList.set(j, customerList.get(j - 1));
                    customerList.set(j - 1, tmp);
",REPLACE,0.31622776,REPLACE_VAR,,YES,,,,,
82740,Bank,(69-72;72-75),"                if (Customer.ID_ORDER.compare(customerList.get(j), customerList.get(j - 1)) < 0) {
                    Customer tmp = customerList.get(i);
                    customerList.set(i, customerList.get(j));
                    customerList.set(j, tmp);
","                if (Customer.ID_ORDER.compare(customerList.get(j), customerList.get(j - 1)) < 0) {
                    Customer tmp = customerList.get(j);
                    customerList.set(j, customerList.get(j - 1));
                    customerList.set(j - 1, tmp);
",REPLACE,0.4472136,REPLACE_VAR,,YES,,,,,
82740,Transaction,(21-21;22-23),"
","
    /** Get type. */
",INSERT,null,,,NO,,,,,
82740,Transaction,(24-25;26-27),"            case TYPE_DEPOSIT_CHECKING:
                return ""N?p ti?n v?ng l?i"";
","            case TYPE_DEPOSIT_CHECKING:
                return ""N?p ti?n v?ng lai"";
",REPLACE,0.4472136,GEN_STRING,,YES,,,,,
82740,Transaction,(26-27;28-29),"            case TYPE_WITHDRAW_CHECKING:
                return ""R?t ti?n v?ng l?i"";
","            case TYPE_WITHDRAW_CHECKING:
                return ""R?t ti?n v?ng lai"";
",REPLACE,0.4472136,GEN_STRING,,YES,,,,,
82740,Transaction,(31-31;33-35),"                return ""R?t ti?n ti?t ki?m"";
","                return ""R?t ti?n ti?t ki?m"";
            default:
                return """";
",INSERT,null,INSERT_CODE,,,,,,,
82740,Transaction,(35-35;38-39),"
","
    /** Summary. */
",INSERT,null,,,NO,,,,,
82740,Transaction,(36-37;40-41),"    public String getTransactionSummary() {
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(type) + "". S? d? ban ??u ""
","    public String getTransactionSummary() {
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(type) + "". S? d? ban ??u: ""
",REPLACE,0.4472136,GEN_STRING,,YES,,,,,
82740,Transaction,(39-40;43-44),"                + String.format(""$%.2f"", amount) + "". S? d? cu?i: ""
                + String.format(""$%.2f"", finalBalance);
","                + String.format(""$%.2f"", amount) + "". S? d? cu?i: ""
                + String.format(""$%.2f."", finalBalance);
",REPLACE,0.4472136,GEN_STRING,,YES,,,,,
82740,SavingsAccount,(11-12;11-14),"        try {
            if (amount > 1000) throw new InvalidFundingAmountException(amount);
","        try {
            if (amount > 1000) {
                throw new InvalidFundingAmountException(amount);
            }
",REPLACE,0.31622776,,,NO,,,,,
82740,SavingsAccount,(18-19;20-22),"            }
            addTransaction(new Transaction(Transaction.TYPE_WITHDRAW_SAVINGS, amount, oldBalance, balance));
","            }
            addTransaction(new Transaction(Transaction.TYPE_WITHDRAW_SAVINGS,
                    amount, oldBalance, balance));
",REPLACE,0.31622776,,,NO,,,,,
82740,SavingsAccount,(29-30;32-34),"            doDepositing(amount);
            addTransaction(new Transaction(Transaction.TYPE_DEPOSIT_SAVINGS, amount, oldBalance, balance));
","            doDepositing(amount);
            addTransaction(new Transaction(Transaction.TYPE_DEPOSIT_SAVINGS,
                    amount, oldBalance, balance));
",REPLACE,0.31622776,,,,,,,,
82740,CheckingAccount,(13-14;13-15),"            doWithdrawing(amount);
            addTransaction(new Transaction(Transaction.TYPE_WITHDRAW_CHECKING, amount, oldBalance, balance));
","            doWithdrawing(amount);
            addTransaction(new Transaction(Transaction.TYPE_WITHDRAW_CHECKING,
                    amount, oldBalance, balance));
",REPLACE,0.31622776,,,,,,,,
82740,CheckingAccount,(24-25;25-27),"            doDepositing(amount);
            addTransaction(new Transaction(Transaction.TYPE_DEPOSIT_CHECKING, amount, oldBalance, balance));
","            doDepositing(amount);
            addTransaction(new Transaction(Transaction.TYPE_DEPOSIT_CHECKING,
                    amount, oldBalance, balance));
",REPLACE,0.31622776,REPLACE_VAR,,YES,,,,,
82736,Bank,(14-14;13-14),"
","
    /** Initialize. */
",INSERT,null,,,NO,,,,,
82736,Bank,(42-43;42-43),"            reader.close();
        } catch(IOException e) {
","            reader.close();
        } catch (IOException e) {
",REPLACE,0.73854893,,,NO,,,,,
82736,Bank,(47-47;47-48),"
","
    /** Name order. */
",INSERT,null,,,NO,,,,,
82736,Bank,(51-55;52-56),"            for (int j = i; j > 0; j--) {
                if (Customer.NAME_ORDER.compare(customerList.get(j), customerList.get(i)) < 0) {
                    Customer tmp = customerList.get(i);
                    customerList.set(i, customerList.get(j));
                    customerList.set(j, tmp);
","            for (int j = i; j > 0; j--) {
                if (Customer.NAME_ORDER.compare(customerList.get(j), customerList.get(j - 1)) < 0) {
                    Customer tmp = customerList.get(j);
                    customerList.set(j, customerList.get(j - 1));
                    customerList.set(j - 1, tmp);
",REPLACE,0.4082483,REPLACE_VAR,,YES,,,,,
82736,Bank,(65-65;66-67),"
","
    /** Id order. */
",INSERT,null,,,NO,,,,,
82736,Bank,(69-73;71-75),"            for (int j = i; j > 0; j--) {
                if (Customer.ID_ORDER.compare(customerList.get(j), customerList.get(i)) < 0) {
                    Customer tmp = customerList.get(i);
                    customerList.set(i, customerList.get(j));
                    customerList.set(j, tmp);
","            for (int j = i; j > 0; j--) {
                if (Customer.ID_ORDER.compare(customerList.get(j), customerList.get(j - 1)) < 0) {
                    Customer tmp = customerList.get(j);
                    customerList.set(j, customerList.get(j - 1));
                    customerList.set(j - 1, tmp);
",REPLACE,0.4082483,REPLACE_VAR,,YES,,,,,
82736,Account,(28-28;29-30),"
","
    /** Withdraw. */
",INSERT,null,,,NO,,,,,
82736,Account,(39-39;41-42),"
","
    /** Deposit. */
",INSERT,null,,,NO,,,,,
82736,Account,(52-52;55-56),"
","
    /** Transaction history. */
",INSERT,null,,,NO,,,,,
82736,Account,(53-54;57-59),"    public String getTransactionHistory() {
        StringBuilder result = new StringBuilder(""L?ch s? gioa d?ch c?a t?i kho?n "" + accountNumber + "":n"");
","    public String getTransactionHistory() {
        StringBuilder result = new StringBuilder(
                ""L?ch s? giao d?ch c?a t?i kho?n "" + accountNumber + "":n"");
",REPLACE,0.57735026,GEN_STRING,,YES,,,,,
82736,Transaction,(23-27;25-35),"        switch (type) {
            case TYPE_DEPOSIT_CHECKING: return ""N?p ti?n v?ng l?i"";
            case TYPE_WITHDRAW_CHECKING: return ""R?t ti?n v?ng l?i"";
            case TYPE_DEPOSIT_SAVINGS: return ""N?p ti?n ti?t ki?m"";
            case TYPE_WITHDRAW_SAVINGS: return ""R?t ti?n ti?t ki?m"";
","        switch (type) {
            case TYPE_DEPOSIT_CHECKING:
                return ""N?p ti?n v?ng lai"";
            case TYPE_WITHDRAW_CHECKING:
                return ""R?t ti?n v?ng lai"";
            case TYPE_DEPOSIT_SAVINGS:
                return ""N?p ti?n ti?t ki?m"";
            case TYPE_WITHDRAW_SAVINGS:
                return ""R?t ti?n ti?t ki?m"";
            default:
                return """";
",REPLACE,0.57735026,GEN_STRING,,YES,,,,,
82736,Transaction,(31-31;38-39),"
","
    /** Summary. */
",INSERT,null,,,NO,,,,,
82736,Transaction,(32-36;40-44),"    public String getTransactionSummary() {
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(type) + "". S? d? ban ??u ""
                + String.format(""%.2f"", initialBalance) + "". S? ti?n: ""
                + String.format(""%.2f"", amount) + "". S? d? cu?i: ""
                + String.format(""%.2f"", finalBalance);
","    public String getTransactionSummary() {
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(type) + "". S? d? ban ??u: ""
                + String.format(""$%.2f"", initialBalance) + "". S? ti?n: ""
                + String.format(""$%.2f"", amount) + "". S? d? cu?i: ""
                + String.format(""$%.2f."", finalBalance);
",REPLACE,0.4082483,GEN_STRING,,YES,,,,,
82735,Bank,(22-23;22-23),"                    int tmp = line.lastIndexOf("" "");
                    String fullName = line.substring(tmp);
","                    int tmp = line.lastIndexOf("" "");
                    String fullName = line.substring(0, tmp);
",REPLACE,0.797724,CHANGE_PARAMS,,YES,,,,,
82735,Transaction,(32-34;40-44),"    public String getTransactionSummary() {
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(type) + "". S? d? ban ??u ""
                + initialBalance + "". S? ti?n: "" + amount + "". S? d? cu?i: "" + finalBalance;
","    public String getTransactionSummary() {
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(type) + "". S? d? ban ??u: ""
                + String.format(""$%.2f"", initialBalance) + "". S? ti?n: ""
                + String.format(""$%.2f"", amount) + "". S? d? cu?i: ""
                + String.format(""$%.2f."", finalBalance);
",REPLACE,0.37796447,GEN_STRING,,YES,,,,,
82735,SavingsAccount,(14-16;16-22),"            doWithdrawing(amount);
            if (balance < 5000) throw new InsufficientFundsException(amount);
            addTransaction(new Transaction(Transaction.TYPE_WITHDRAW_SAVINGS, amount, oldBalance, balance));
","            doWithdrawing(amount);
            if (balance < 5000) {
                balance = oldBalance;
                throw new InsufficientFundsException(amount);
            }
            addTransaction(new Transaction(Transaction.TYPE_WITHDRAW_SAVINGS,
                    amount, oldBalance, balance));
",REPLACE,0.5345225,REPLACE_CODE,,,,,,,
82735,SavingsAccount,(26-27;32-34),"            doDepositing(amount);
            addTransaction(new Transaction(Transaction.TYPE_DEPOSIT_SAVINGS, amount, oldBalance, balance));
","            doDepositing(amount);
            addTransaction(new Transaction(Transaction.TYPE_DEPOSIT_SAVINGS,
                    amount, oldBalance, balance));
",REPLACE,0.37796447,,,,,,,,
82728,Bank,(0-0;0-2),,"import java.io.BufferedReader;
import java.io.IOException;
",INSERT,null,,,NO,,,,,
82728,Bank,(1-1;3-4),"import java.io.InputStream;
","import java.io.InputStream;
import java.io.InputStreamReader;
",INSERT,null,,,NO,,,,,
82728,Bank,(11-11;13-14),"
","
    /** Initialize. */
",INSERT,null,,,NO,,,,,
82728,Bank,(12-12;15-24),"    public void readCustomerList(InputStream inputStream) {
","    public void readCustomerList(InputStream inputStream) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(inputStream));
            String line = """";
            Customer customer = null;
            while ((line = reader.readLine()) != null && !line.isEmpty()) {
                if ((!line.contains(""CHECKING"") && !line.contains(""SAVINGS""))) {
                    int tmp = line.lastIndexOf("" "");
                    String fullName = line.substring(0, tmp);
                    long idNumber = Long.parseLong(line.substring(tmp + 1));
",INSERT,null,,REPLACE_CODE,,,,,,
82728,Bank,(13-13;25-45),"
","
                    customer = new Customer(idNumber, fullName);
                    customerList.add(customer);
                } else {
                    String[] parts = line.split("" "");

                    long accountNumber = Long.parseLong(parts[0]);
                    String type = parts[1];
                    double balance = Double.parseDouble(parts[2]);

                    if (type.equals(Account.CHECKING)) {
                        customer.addAccount(new CheckingAccount(accountNumber, balance));
                    } else {
                        customer.addAccount(new SavingsAccount(accountNumber, balance));
                    }
                }
            }
            reader.close();
        } catch (IOException e) {
            System.out.println(e.getMessage());
        }
",INSERT,null,,,,,,,,
82728,Bank,(15-15;47-48),"
","
    /** Name order. */
",INSERT,null,,,NO,,,,,
82728,Bank,(33-33;66-67),"
","
    /** Id order. */
",INSERT,null,,,NO,,,,,
82728,SavingsAccount,(11-11;11-14),"        try {
","        try {
            if (amount > 1000) {
                throw new InvalidFundingAmountException(amount);
            }
",INSERT,null,,,,,,,,
82728,SavingsAccount,(13-14;16-22),"            doWithdrawing(amount);
            addTransaction(new Transaction(Transaction.TYPE_WITHDRAW_SAVINGS, amount, oldBalance, balance));
","            doWithdrawing(amount);
            if (balance < 5000) {
                balance = oldBalance;
                throw new InsufficientFundsException(amount);
            }
            addTransaction(new Transaction(Transaction.TYPE_WITHDRAW_SAVINGS,
                    amount, oldBalance, balance));
",REPLACE,0.5,REPLACE_CODE,,,,,,,
82728,SavingsAccount,(24-25;32-34),"            doDepositing(amount);
            addTransaction(new Transaction(Transaction.TYPE_DEPOSIT_SAVINGS, amount, oldBalance, balance));
","            doDepositing(amount);
            addTransaction(new Transaction(Transaction.TYPE_DEPOSIT_SAVINGS,
                    amount, oldBalance, balance));
",REPLACE,0.35355338,,,,,,,,
82450,Customer,(75-75;81-82),"}
","}
 
",INSERT,null,,,,,,,,
82450,Bank,(1-1;1-2),"import java.io.BufferedReader;
","import java.io.BufferedReader;
import java.io.IOException;
",INSERT,null,,,,,,,,
82450,Bank,(2-2;3-4),"import java.io.InputStream;
","import java.io.InputStream;
import java.io.InputStreamReader;
",INSERT,null,,,,,,,,
82450,Bank,(12-12;13-14),"
","
    /** Initialize. */
",INSERT,null,,,,,,,,
82450,Bank,(13-13;15-24),"    public void readCustomerList(InputStream inputStream) {
","    public void readCustomerList(InputStream inputStream) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(inputStream));
            String line = """";
            Customer customer = null;
            while ((line = reader.readLine()) != null && !line.isEmpty()) {
                if ((!line.contains(""CHECKING"") && !line.contains(""SAVINGS""))) {
                    int tmp = line.lastIndexOf("" "");
                    String fullName = line.substring(0, tmp);
                    long idNumber = Long.parseLong(line.substring(tmp + 1));
",INSERT,null,,,,,,,,
82450,Bank,(14-14;25-45),"
","
                    customer = new Customer(idNumber, fullName);
                    customerList.add(customer);
                } else {
                    String[] parts = line.split("" "");

                    long accountNumber = Long.parseLong(parts[0]);
                    String type = parts[1];
                    double balance = Double.parseDouble(parts[2]);

                    if (type.equals(Account.CHECKING)) {
                        customer.addAccount(new CheckingAccount(accountNumber, balance));
                    } else {
                        customer.addAccount(new SavingsAccount(accountNumber, balance));
                    }
                }
            }
            reader.close();
        } catch (IOException e) {
            System.out.println(e.getMessage());
        }
",INSERT,null,,,,,,,,
82450,Bank,(16-16;47-48),"
","
    /** Name order. */
",INSERT,null,,,,,,,,
82450,Bank,(17-18;49-50),"    public String getCustomersInfoByNameOrder() {
        String result = """";
","    public String getCustomersInfoByNameOrder() {
        StringBuilder result = new StringBuilder();
",REPLACE,0.31622776,,,,,,,,
82450,Bank,(29-30;61-62),"        for (Customer customer : customerList) {
            result += customer.getCustomerInfo() + ""n"";
","        for (Customer customer : customerList) {
            result.append(customer.getCustomerInfo()).append(""n"");
",REPLACE,0.31622776,,,,,,,,
82450,Bank,(31-32;63-64),"        }
        return result;
","        }
        return result.toString().trim();
",REPLACE,0.31622776,GEN_STRING,,YES,,,,,
82450,Bank,(34-34;66-67),"
","
    /** Id order. */
",INSERT,null,,,,,,,,
82450,Bank,(35-36;68-69),"    public String getCustomersInfoByIdOrder() {
        String result = """";
","    public String getCustomersInfoByIdOrder() {
        StringBuilder result = new StringBuilder();
",REPLACE,0.31622776,,,,,,,,
82450,Bank,(47-48;80-81),"        for (Customer customer : customerList) {
            result += customer.getCustomerInfo() + ""n"";
","        for (Customer customer : customerList) {
            result.append(customer.getCustomerInfo()).append(""n"");
",REPLACE,0.31622776,,,,,,,,
82450,Bank,(49-50;82-83),"        }
        return result;
","        }
        return result.toString().trim();
",REPLACE,0.31622776,GEN_STRING,,YES,,,,,
82450,Bank,(56-56;89-90),"}
","}
 
",INSERT,null,,,,,,,,
82450,Account,(32-32;36-38),"            throw new InsufficientFundsException(amount);
","            throw new InsufficientFundsException(amount);
        } else {
            balance -= amount;
",INSERT,null,,,,,,,,
82450,Account,(35-35;41-42),"
","
    /** Deposit. */
",INSERT,null,,,NO,,,,,
82450,Account,(39-39;46-48),"            throw new InvalidFundingAmountException(amount);
","            throw new InvalidFundingAmountException(amount);
        } else {
            balance += amount;
",INSERT,null,INSERT_CODE,,,,,,,
82450,Account,(46-46;55-56),"
","
    /** Transaction history. */
",INSERT,null,,,NO,,,,,
82450,Account,(47-48;57-59),"    public String getTransactionHistory() {
        String result = ""L?ch s? gioa d?ch c?a t?i kho?n "" + accountNumber + ""n"";
","    public String getTransactionHistory() {
        StringBuilder result = new StringBuilder(
                ""L?ch s? giao d?ch c?a t?i kho?n "" + accountNumber + "":n"");
",REPLACE,0.4472136,GEN_STRING,,YES,,,,,
82450,Account,(49-50;60-61),"        for (Transaction transaction : transactionList) {
            result += transaction.getTransactionSummary() + ""n"";
","        for (Transaction transaction : transactionList) {
            result.append(transaction.getTransactionSummary()).append(""n"");
",REPLACE,0.4472136,,,,,,,,
82450,Account,(51-52;62-63),"        }
        return result;
","        }
        return result.toString().trim();
",REPLACE,0.4472136,GEN_STRING,,YES,,,,,
82450,CheckingAccount,(11-11;11-12),"        try {
","        try {
            double oldBalance = balance;
",INSERT,null,INSERT_CODE,,,,,,,
82450,CheckingAccount,(12-13;13-16),"            doWithdrawing(amount);
        } catch (InsufficientFundsException e) {
","            doWithdrawing(amount);
            addTransaction(new Transaction(Transaction.TYPE_WITHDRAW_CHECKING,
                    amount, oldBalance, balance));
        } catch (InsufficientFundsException | InvalidFundingAmountException e) {
",REPLACE,0.4472136,INSERT_CODE,,,,,,,
82450,CheckingAccount,(20-20;23-24),"        try {
","        try {
            double oldBalance = balance;
",INSERT,null,INSERT_CODE,,,,,,,
82450,CheckingAccount,(21-21;25-28),"            doDepositing(amount);
","            doDepositing(amount);
            addTransaction(new Transaction(Transaction.TYPE_DEPOSIT_CHECKING,
                    amount, oldBalance, balance));

",INSERT,null,INSERT_CODE,,,,,,,
82450,CheckingAccount,(26-26;33-34),"}
","}
 
",INSERT,null,,,,,,,,
82450,SavingsAccount,(18-18;39-40),"}
","}
 
",INSERT,null,,,,,,,,
82862,Transaction,(46-48;46-49),"        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(type)
                + "". S? d? ban ??u: $"" + initialBalance
                + "". S? ti?n: $"" + amount + "". S? d? cu?i: $"" + finalBalance + ""."";
","        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(type)
                + "". S? d? ban ??u: $"" + String.format(""%.2f"", initialBalance)
                + "". S? ti?n: $"" + String.format(""%.2f"", amount)
                + "". S? d? cu?i: $"" + String.format(""%.2f"", finalBalance) + ""."";
",REPLACE,0.2182179,GEN_STRING,,YES,,,,,
82670,Account,(0-91;0-92),"import java.util.ArrayList;
import java.util.List;

/**
 * Created by CCNE on 02/12/2020.
 */
public abstract class Account {
    public static final String CHECKING = ""CHECKING"";
    public static final String SAVINGS = ""SAVINGS"";

    protected long accountNumber;
    protected double balance;
    protected List<Transaction> transactionList = new ArrayList<>();

    public Account() {

    }

    public Account(long accountNumber, double balance) {
        this.accountNumber = accountNumber;
        this.balance = balance;
    }

    public long getAccountNumber() {
        return accountNumber;
    }

    public double getBalance() {
        return balance;
    }

    /**
     * withdraw.
     * @param amount a
     * @throws InvalidFundingAmountException e
     * @throws InsufficientFundsException e
     */
    public void doWithdrawing(double amount)
            throws InvalidFundingAmountException, InsufficientFundsException {
        if (amount < 0) {
            throw new InvalidFundingAmountException(amount);
        } else if (amount > balance) {
            throw new InsufficientFundsException(amount);
        } else {
            balance -= amount;
        }
    }

    /**
     * deposit.
     * @param amount a
     * @throws InvalidFundingAmountException e
     */
    public void doDepositing(double amount) throws InvalidFundingAmountException {
        if (amount < 0) {
            throw new InvalidFundingAmountException(amount);
        } else {
            balance += amount;
        }
    }

    public abstract void withdraw(double amount);

    public abstract void deposit(double amount);

    /**
     * get history.
     * @return history
     */
    public String getTransactionHistory() {
        StringBuilder stringBuilder = new StringBuilder();

        stringBuilder.append(""L?ch s? giao d?ch c?a t?i kho?n "")
                .append(accountNumber).append("":"").append('n');

        for (Transaction transaction : transactionList) {
            stringBuilder.append(transaction.getTransactionSummary()).append('n');
        }

        return stringBuilder.toString();
    }

    public void addTransaction(Transaction transaction) {
        transactionList.add(transaction);
    }

    @Override
    public boolean equals(Object obj) {
        return accountNumber == ((Account) obj).accountNumber;
    }
}
","import java.util.ArrayList;
import java.util.List;

/**
 * Created by CCNE on 02/12/2020.
 */
public abstract class Account {
    public static final String CHECKING = ""CHECKING"";
    public static final String SAVINGS = ""SAVINGS"";

    protected long accountNumber;
    protected double balance;
    protected List<Transaction> transactionList = new ArrayList<>();

    public Account() {

    }

    public Account(long accountNumber, double balance) {
        this.accountNumber = accountNumber;
        this.balance = balance;
    }

    public long getAccountNumber() {
        return accountNumber;
    }

    public double getBalance() {
        return balance;
    }

    /**
     * withdraw.
     * @param amount a
     * @throws InvalidFundingAmountException e
     * @throws InsufficientFundsException e
     */
    public void doWithdrawing(double amount)
            throws InvalidFundingAmountException, InsufficientFundsException {
        if (amount < 0) {
            throw new InvalidFundingAmountException(amount);
        } else if (amount > balance) {
            throw new InsufficientFundsException(amount);
        } else {
            balance -= amount;
        }
    }

    /**
     * deposit.
     * @param amount a
     * @throws InvalidFundingAmountException e
     */
    public void doDepositing(double amount) throws InvalidFundingAmountException {
        if (amount < 0) {
            throw new InvalidFundingAmountException(amount);
        } else {
            balance += amount;
        }
    }

    public abstract void withdraw(double amount);

    public abstract void deposit(double amount);

    /**
     * get history.
     * @return history
     */
    public String getTransactionHistory() {
        StringBuilder stringBuilder = new StringBuilder();

        stringBuilder.append(""L?ch s? giao d?ch c?a t?i kho?n "")
                .append(accountNumber).append("":"").append('n');

        for (Transaction transaction : transactionList) {
            stringBuilder.append(transaction.getTransactionSummary()).append('n');
        }

        return stringBuilder.toString();
    }

    public void addTransaction(Transaction transaction) {
        transactionList.add(transaction);
    }

    @Override
    public boolean equals(Object obj) {
        return accountNumber == ((Account) obj).accountNumber;
    }
}
 
",REPLACE,0.4472136,,,NO,,,,,
82670,Customer,(0-52;0-52),"import java.util.ArrayList;
import java.util.List;

/**
 * Created by CCNE on 02/12/2020.
 */
public class Customer {
    private long idNumber;
    private String fullName;
    private List<Account> accountList = new ArrayList<>();

    public Customer() {

    }

    public Customer(long idNumber, String fullName) {
        this.idNumber = idNumber;
        this.fullName = fullName.trim();
    }

    public String getCustomerInfo() {
        return ""S? CMND: "" + idNumber + "". H? t?n: "" + fullName + ""."";
    }

    public void addAccount(Account account) {
        accountList.add(account);
    }

    public void removeAccount(Account account) {
        accountList.remove(account);
    }

    public long getIdNumber() {
        return idNumber;
    }

    public void setIdNumber(long idNumber) {
        this.idNumber = idNumber;
    }

    public String getFullName() {
        return fullName;
    }

    public void setFullName(String fullName) {
        this.fullName = fullName;
    }

    public List<Account> getAccountList() {
        return accountList;
    }
}
","import java.util.ArrayList;
import java.util.List;

/**
 * Created by CCNE on 02/12/2020.
 */
public class Customer {
    private long idNumber;
    private String fullName;
    private List<Account> accountList = new ArrayList<>();

    public Customer() {

    }

    public Customer(long idNumber, String fullName) {
        this.idNumber = idNumber;
        this.fullName = fullName.trim();
    }

    public String getCustomerInfo() {
        return ""S? CMND: "" + idNumber + "". H? t?n: "" + fullName + ""."";
    }

    public void addAccount(Account account) {
        accountList.add(account);
    }

    public void removeAccount(Account account) {
        accountList.remove(account);
    }

    public long getIdNumber() {
        return idNumber;
    }

    public void setIdNumber(long idNumber) {
        this.idNumber = idNumber;
    }

    public String getFullName() {
        return fullName;
    }

    public void setFullName(String fullName) {
        this.fullName = fullName;
    }

    public List<Account> getAccountList() {
        return accountList;
    }
}
",REPLACE,0.70710677,,,,,,,,
82670,Bank,(0-103;0-104),"import java.io.InputStream;
import java.util.ArrayList;
import java.util.Comparator;
import java.util.List;
import java.util.Scanner;

/**
 * Created by CCNE on 02/12/2020.
 */
public class Bank {
    private List<Customer> customerList = new ArrayList<>();

    /**
     * read customer list.
     * @param inputStream input
     */
    public void readCustomerList(InputStream inputStream) {
        Scanner scanner = new Scanner(inputStream);

        List<String> stringList = new ArrayList<>();

        while (scanner.hasNextLine()) {
            stringList.add(scanner.nextLine());
        }

        Customer customer = new Customer();
        Account account = null;

        for (String string : stringList) {
            String[] strings = string.split("" "");

            if (strings[0].length() == 10) {
                if (strings[1].equals(Account.CHECKING)) {
                    account = new CheckingAccount(Long.parseLong(strings[0]),
                            Double.parseDouble(strings[2]));
                } else if (strings[1].equals(Account.SAVINGS)) {
                    account = new SavingsAccount(Long.parseLong(strings[0]),
                            Double.parseDouble(strings[2]));
                }
                customer.addAccount(account);
            } else {
                StringBuilder fullName = new StringBuilder();

                for (int i = 0; i < strings.length - 1; i++) {
                    fullName.append(strings[i]).append("" "");
                }

                customer = new Customer(Integer.parseInt(strings[strings.length - 1]),
                        fullName.toString());

                customerList.add(customer);
            }
        }
    }

    /**
     * get info.
     * @return info
     */
    public String getCustomersInfoByNameOrder() {
        StringBuilder stringBuilder = new StringBuilder();

        customerList.sort(new NameOrder());

        for (Customer customer : customerList) {
            stringBuilder.append(customer.getCustomerInfo()).append('n');
        }
        return stringBuilder.toString();
    }

    /**
     * get info.
     * @return info
     */
    public String getCustomersInfoByIdOrder() {
        StringBuilder stringBuilder = new StringBuilder();

        customerList.sort(new IdOrder());

        for (Customer customer : customerList) {
            stringBuilder.append(customer.getCustomerInfo()).append('n');
        }
        return stringBuilder.toString();
    }

    public List<Customer> getCustomerList() {
        return customerList;
    }

    private class IdOrder implements Comparator<Customer> {
        @Override
        public int compare(Customer o1, Customer o2) {
            return (int) (o1.getIdNumber() - o2.getIdNumber());
        }
    }

    private class NameOrder implements Comparator<Customer> {
        @Override
        public int compare(Customer o1, Customer o2) {
            return o1.getFullName().compareTo(o2.getFullName());
        }
    }
}
","import java.io.InputStream;
import java.util.ArrayList;
import java.util.Comparator;
import java.util.List;
import java.util.Scanner;

/**
 * Created by CCNE on 02/12/2020.
 */
public class Bank {
    private List<Customer> customerList = new ArrayList<>();

    /**
     * read customer list.
     * @param inputStream input
     */
    public void readCustomerList(InputStream inputStream) {
        Scanner scanner = new Scanner(inputStream);

        List<String> stringList = new ArrayList<>();

        while (scanner.hasNextLine()) {
            stringList.add(scanner.nextLine());
        }

        Customer customer = new Customer();
        Account account = null;

        for (String string : stringList) {
            String[] strings = string.split("" "");

            if (strings[0].length() == 10) {
                if (strings[1].equals(Account.CHECKING)) {
                    account = new CheckingAccount(Long.parseLong(strings[0]),
                            Double.parseDouble(strings[2]));
                } else if (strings[1].equals(Account.SAVINGS)) {
                    account = new SavingsAccount(Long.parseLong(strings[0]),
                            Double.parseDouble(strings[2]));
                }
                customer.addAccount(account);
            } else {
                StringBuilder fullName = new StringBuilder();

                for (int i = 0; i < strings.length - 1; i++) {
                    fullName.append(strings[i]).append("" "");
                }

                customer = new Customer(Integer.parseInt(strings[strings.length - 1]),
                        fullName.toString());

                customerList.add(customer);
            }
        }
    }

    /**
     * get info.
     * @return info
     */
    public String getCustomersInfoByNameOrder() {
        StringBuilder stringBuilder = new StringBuilder();

        customerList.sort(new NameOrder());

        for (Customer customer : customerList) {
            stringBuilder.append(customer.getCustomerInfo()).append('n');
        }
        return stringBuilder.toString().trim();
    }

    /**
     * get info.
     * @return info
     */
    public String getCustomersInfoByIdOrder() {
        StringBuilder stringBuilder = new StringBuilder();

        customerList.sort(new IdOrder());

        for (Customer customer : customerList) {
            stringBuilder.append(customer.getCustomerInfo()).append('n');
        }
        return stringBuilder.toString().trim();
    }

    public List<Customer> getCustomerList() {
        return customerList;
    }

    private class IdOrder implements Comparator<Customer> {
        @Override
        public int compare(Customer o1, Customer o2) {
            return (int) (o1.getIdNumber() - o2.getIdNumber());
        }
    }

    private class NameOrder implements Comparator<Customer> {
        @Override
        public int compare(Customer o1, Customer o2) {
            return o1.getFullName().compareTo(o2.getFullName());
        }
    }
}
 
",REPLACE,0.6030227,,,,,,,,
